metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1786705486.48,elite,3809.2001504807,1777523927.2221,AS138810 PT Global Media Pratama Solusindo,GLOSINDO-AS-ID,Mungkid,Asia,AS,Indonesia,ID,,False,PT GLOBAL MEDIA PRATAMA SOLUSINDO,-7.5925,110.219,False,,True,Central Java,success,Asia/Jakarta,,1786596196,1786705486.48,1080,socks5,103.134.220.49:1080,True,4075.8032798767,46161,58743,44.003088538092,103.134.220.49
True,1786705486.4022,elite,3214.1347728684,1776079429.3199,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications Inc.,True,Florida,success,America/Chicago,32516,1786360002,1786705486.4022,4145,socks4,98.182.147.97:4145,True,807.76500701904,335145,223777,59.962749721786,98.182.147.97
True,1786705486.2005,elite,5701.5611447491,1776458878.7146,AS24940 Hetzner Online GmbH,HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,True,Hetzner Online GmbH,60.1719,24.9347,False,HETZNER-DC,True,Uusimaa,success,Europe/Helsinki,00221,1786132510,1786705486.2005,9050,socks4,95.216.117.50:9050,True,12014.993667603,117521,247044,32.235952436465,95.216.117.50
True,1786705429.1567,elite,5923.1885206599,1779740872.9145,AS57494 Adman LLC,ADMAN-AS,Novosibirsk,Europe,EU,Russia,RU,,True,Adman LLC,55.0386,82.9425,False,"JSC ""TIMEWEB""",True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1786391363,1786705486.1952,8443,socks5,147.45.215.249:8443,True,8783.5867404938,14041,63982,17.995975545672,147.45.215.249
True,1786617751.2959,elite,3168.1902491672,1710578604.3561,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Dubai,Asia,AS,United Arab Emirates,AE,,True,Alibaba Cloud LLC,25.0734,55.2979,False,ALICLOUD-UAE,True,Dubai,success,Asia/Dubai,,1786438848,1786705486.184,3128,http,47.91.104.88:3128,False,720.18003463745,506693,118561,81.037946178673,47.91.104.88
True,1786705383.9651,anonymous,4430.6167523675,1752332521.2734,AS31590 Rackhosting.com ApS,RACKHOSTING-AS,Taastrup,Europe,EU,Denmark,DK,,True,Modulweb ApS,55.6624,12.3072,False,,True,Capital Region,success,Europe/Copenhagen,2630,1786374263,1786705486.153,80,http,194.150.110.134:80,False,7421.6825962067,100881,43420,69.910118432998,194.150.110.134
True,1786705485.9712,elite,1272.7626488944,1776081553.7637,AS46562 Performive LLC,PERFORMIVE,El Segundo,North America,,United States,US,,False,PacketExchange,33.9263,-118.394,False,Total server solutions,True,California,success,America/Los_Angeles,90245,1786362741,1786705485.9712,4145,socks5,67.201.59.70:4145,True,980.64351081848,62419,48849,56.097889779631,67.201.59.70
True,1786705485.9527,transparent,4718.981686158,1781997062.913,AS149925 PT Sakti Wijaya Network,IDNIC-SWNETWORK-AS-ID,Subang,Asia,AS,Indonesia,ID,,False,PT Sakti Wijaya Network,-6.4411,107.8369,False,PT Sakti Wijaya Network,True,West Java,success,Asia/Jakarta,41257,1786229126,1786705485.9527,8181,http,103.191.165.171:8181,False,2595.468044281,10244,33375,23.485178477269,103.191.165.171
True,1786705419.5689,elite,913.08402645711,1697000863.6481,AS46562 Performive LLC,PERFORMIVE,Syracuse,North America,,United States,US,,False,PacketExchange,43.0481,-76.0639,False,I Am Responding,True,New York,success,America/New_York,13214,1786141616,1786705485.9132,4145,socks4,72.37.217.3:4145,True,814.31007385254,405423,1028646,28.270815421015,72.37.217.3
True,1786699476.3484,elite,1102.5111368248,1785700486.9861,AS42610 OJSC National Cable Networks,NCNET-AS,Moscow,Europe,EU,Russia,RU,,False,NCNET,55.7487,37.6187,False,,False,Moscow,success,Europe/Moscow,101000,1786303761,1786705485.9096,8081,http,37.110.145.57:8081,False,176.45716667175,13600,2070,86.790044671347,37.110.145.57
True,1786705384.1385,elite,8404.4732369339,1785670336.3514,AS24940 Hetzner Online GmbH,HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,49.4527,11.0783,False,Hetzner,True,Bavaria,success,Europe/Berlin,90403,1786275703,1786705485.9092,9083,socks4,116.203.19.71:9083,True,11338.562011719,14251,25453,35.893109006649,116.203.19.71
True,1786705416.228,elite,2483.7232732531,1776077890.4475,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1786360609,1786705485.9086,4145,socks5,72.195.34.58:4145,True,1954.4200897217,92844,41235,69.245743181259,72.195.34.58
True,1786704639.3237,transparent,1974.502756587,1784278932.3229,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,TTSSB-MY,Kuala Lumpur,Asia,AS,Malaysia,MY,,False,TM TECHNOLOGY SERVICES SDN BHD,3.1484,101.6952,False,Adsl Streamyx,True,Kuala Lumpur,success,Asia/Kuala_Lumpur,50400,1786697971,1786705485.9007,8181,http,175.139.255.25:8181,True,1450.6466388702,28892,4215,87.268553478116,175.139.255.25
True,1786705485.8912,elite,6591.0767256907,1776111557.2669,AS43641 SOLLUTIUM EU Sp z.o.o.,Sollutium-NL,Haarlem,Europe,EU,The Netherlands,NL,,True,SOLLUTIUM EU Sp z.o.o.,52.3803,4.6422,False,Freenet LTD,True,North Holland,success,Europe/Amsterdam,2011,1786389834,1786705485.8912,9050,socks4,195.160.223.99:9050,True,7126.006603241,185155,256696,41.904397636307,195.160.223.99
True,1786705485.7226,elite,2267.9137605107,1776079568.274,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1786361926,1786705485.7226,4145,socks5,184.181.217.194:4145,True,2113.3079528809,115033,32836,77.793858077082,184.181.217.194
True,1786705485.6145,transparent,6032.8478422601,1774208601.3435,AS151521 PT. Exabit Group Network,IDNIC-EXABIT-ID,Jember,Asia,AS,Indonesia,ID,,False,PT. EXABIT GROUP NETWORK,-8.1036,113.5363,False,PT. EXABIT GROUP NETWORK,True,East Java,success,Asia/Jakarta,68154,1786576993,1786705485.6145,3128,http,103.234.35.199:3128,False,1252.986907959,26557,111517,19.233889073975,103.234.35.199
True,1786705409.6258,elite,2530.9863658949,1785280572.1599,AS31898 Oracle Corporation,ORACLE-BMC-31898,San Jose,North America,,United States,US,,True,Oracle Corporation,37.2329,-121.7875,False,Oracle Cloud Infrastructure (us-sanjose-1),True,California,success,America/Los_Angeles,95119,1786487077,1786705485.5508,50161,socks4,163.192.14.135:50161,True,8044.7356700897,71389,22810,75.785305576492,163.192.14.135
True,1786705485.5449,elite,4194.7785529163,1786030549.4851,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Wuhan,Asia,AS,China,CN,,False,CNC Group CHINA169 Hubei Province Network,30.5851,114.2662,False,,True,Hubei,success,Asia/Shanghai,,1786633523,1786705485.5449,1080,socks5,58.19.233.37:1080,True,3244.3494796753,12293,11562,51.532173548522,58.19.233.37
True,1786705485.4947,elite,7985.7416188793,1785498852.7676,AS197540 netcup GmbH,netcup-AS,Nuremberg,Europe,EU,Germany,DE,,True,netcup GmbH,49.4527,11.0783,False,NETCUP-KVM,True,Bavaria,success,Europe/Berlin,90403,1786102998,1786705485.4947,32769,socks4,159.195.67.82:32769,True,15918.269634247,5351,29245,15.467106023818,159.195.67.82
True,1786705464.3029,elite,2496.6338860828,1776081717.3158,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Mesa,North America,,United States,US,,False,Cox Communications Inc.,33.3429,-111.6347,False,Cox Communications Inc,True,Arizona,success,America/Phoenix,85212,1786360780,1786705485.3756,4145,socks5,98.191.0.37:4145,True,2004.7700405121,93267,38448,70.809702767339,98.191.0.37
True,1786705462.3184,elite,7803.1485935402,1780740315.0717,AS215467 Skhron,Skhron,Łęczyca,Europe,EU,Poland,PL,,False,Skhron OU,51.9194,19.1451,False,Skhron OU,True,Łódź Voivodeship,success,Europe/Warsaw,99-100,1786181381,1786705485.374,5432,socks4,88.218.206.170:5432,True,1536.9076728821,184439,130200,58.619243005476,88.218.206.170
True,1786705461.9757,elite,2120.2279006109,1710540274.7832,AS203447 Miratel Ltd,CENTERTPA-AS,Odesa,Europe,EU,Ukraine,UA,,False,Miratel Ltd,46.4752,30.7338,False,Miratel Ltd,True,Odesa,success,Europe/Kyiv,65000,1786226638,1786705485.329,4145,socks4,185.132.1.221:4145,True,190.44589996338,213713,950355,18.359150839985,185.132.1.221
True,1786705485.3195,elite,5704.9197954325,1786114735.2385,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD-HK-AS-AP,Hong Kong,Asia,AS,Hong Kong,HK,,True,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,22.3193,114.169,False,Ucloud Information Technology (hk) Limited,False,Kowloon,success,Asia/Hong_Kong,999077,1786112434,1786705485.3195,10808,socks5,165.154.3.4:10808,True,13487.112998962,24059,6088,79.805619132915,165.154.3.4
True,1786705485.4408,elite,4025.3454881913,1786600173.9139,AS201847 Elektronica Sistemi Di Muro Mauro E Turcinovic Walter S.n.c.,Elektronica,Rocchetta a Volturno,Europe,EU,Italy,IT,,False,Elektronica Networks,41.622,14.0876,False,,False,Molise,success,Europe/Rome,86070,1786599447,1786705485.3015,5678,socks4,185.62.48.83:5678,True,4145.8058357239,1731,2318,42.751296616449,185.62.48.83
True,1786705483.2778,elite,6594.9092142196,1786611028.8553,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com LLC,False,Kowloon,success,Asia/Hong_Kong,999077,1786610193,1786705485.2967,1011,socks5,47.82.68.249:1011,True,2899.628162384,2546,1126,69.335511982571,47.82.68.249
True,1786705445.3234,elite,7771.0969005134,1785990503.8177,AS43357 Owl Limited,OWL,Amsterdam,Europe,EU,Netherlands,NL,,False,Owl Limited,52.3675,4.9041,False,Owl Limited,True,North Holland,success,Europe/Amsterdam,,1786593978,1786705485.2947,18080,socks4,45.130.21.115:18080,True,4825.9069919586,43956,6431,87.236787266557,45.130.21.115
True,1786705384.2977,elite,9648.5277705312,1786368411.7259,"AS20473 The Constant Company, LLC",AS-VULTR,Amsterdam,Europe,EU,The Netherlands,NL,,True,"The Constant Company, LLC",52.3891,4.6563,False,Vultr Holdings LLC Amsterdam,False,North Holland,success,Europe/Amsterdam,2031,1786368418,1786705485.2925,9092,socks4,78.141.217.146:9092,True,2599.888086319,2985,6657,30.958307405103,78.141.217.146
True,1786704519.6317,anonymous,459.31616201273,1785538251.191,AS16276 OVH SAS,OVH,Beauharnois,North America,,Canada,CA,,True,OVH SAS,45.3147,-73.8785,False,Forcepoint International Technology Limited,False,Quebec,success,America/Toronto,J6N,1786142761,1786705484.9852,8080,http,15.235.21.254:8080,True,1766.8273448944,18320,1233,93.694062292231,15.235.21.254
True,1786705329.7429,elite,3319.8740550553,1786679473.9581,AS45758 Triple T Broadband Public Company Limited,TTBP-AS-AP,Bangkok,Asia,AS,Thailand,TH,,False,Triple T Broadband Public Company Limited,13.7101,100.4543,False,Triple T Broadband Public Company Limited,False,Bangkok,success,Asia/Bangkok,10110,1786677871,1786705484.9846,5678,socks4,171.6.27.80:5678,True,3990.4983043671,674,380,63.946869070209,171.6.27.80
True,1786699613.6109,elite,1210.8881914297,1786190241.4576,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Kuala Lumpur,Asia,AS,Malaysia,MY,,True,"Alibaba (US) Technology Co., Ltd.",3.1408,101.6852,False,Alibaba.com LLC,False,Kuala Lumpur,success,Asia/Kuala_Lumpur,50515,1786189661,1786705484.9606,1080,socks5,47.250.211.53:1080,True,1030.6823253632,31033,460,98.539357952561,47.250.211.53
True,1786705434.8977,elite,917.36551367777,1696977948.9063,AS46562 Performive LLC,PERFORMIVE,Beverly Hills,North America,,United States,US,,False,Performive LLC,34.0625,-118.384,False,ZeroLag Communications,True,California,success,America/Los_Angeles,90211,1786366796,1786705484.943,4145,socks4,199.102.104.70:4145,True,823.58503341675,406397,981190,29.28803743477,199.102.104.70
True,1786705484.9125,elite,3891.267201044,1786573173.6945,AS216154 CLODO CLOUD SERVICE CO. L.L.C,CLODO,Amsterdam,Europe,EU,The Netherlands,NL,,True,Clodo Cloud Service CO. L.L.C,52.3716,4.8883,False,Clodo Cloud Service CO. L.L.C,False,North Holland,success,Europe/Amsterdam,1012,1786570841,1786705484.9125,10808,socks5,132.243.120.54:10808,True,8474.0409851074,1555,2240,40.974967061924,132.243.120.54
True,1786705484.9092,elite,15611.947886302,1786450291.3148,AS9123 JSC TIMEWEB,TimeWeb-AS,St Petersburg,Europe,EU,Russia,RU,,False,vds,59.9417,30.3096,False,,False,St.-Petersburg,success,Europe/Moscow,195213,1786448418,1786705484.9092,1080,socks5,89.223.121.59:1080,True,15539.515733719,936,3051,23.476297968397,89.223.121.59
True,1786705484.8667,elite,3672.0779481731,1782168788.7851,AS28310 ALGAR TELECOM S/A,ALGAR TELECOM S/A,Jaboatão dos Guararapes,South America,SA,Brazil,BR,,False,ALGAR TELECOM S/A,-8.144,-34.9775,False,Ferreira Pinto & Cia LTDA,True,Pernambuco,success,America/Recife,54000,1786402577,1786705484.8667,5678,socks4,189.39.118.210:5678,True,8366.3866519928,112197,97118,53.601987435205,189.39.118.210
True,1786705437.8757,elite,3297.2593676067,1785068791.3096,AS16637 MTN SA,MTNNS-AS,Johannesburg,Africa,AF,South Africa,ZA,,False,MTN SA,-26.2309,28.0583,False,MTN SA,True,Gauteng,success,Africa/Johannesburg,2041,1786277691,1786705484.862,5678,socks4,105.214.66.130:5678,True,3953.4177780151,44786,39430,53.17991830531,105.214.66.130
True,1786705484.8412,elite,3750.3680530472,1786373058.4746,AS63023 GTHost,AS-GLOBALTELEHOST,Dallas,North America,,United States,US,,False,GTHost,32.7766,-96.7969,False,GTHost,True,Texas,success,America/Chicago,,1786374208,1786705484.8412,49306,http,216.106.179.216:49306,True,7697.2241401672,403,2379,14.485981308411,216.106.179.216
True,1786705484.7688,transparent,5737.5421394186,1771834382.0235,AS63501 PT Mega Mentari Mandiri,MEGAHUB-AS-ID,Kuningan,Asia,AS,Indonesia,ID,,False,PT. Mega Mentari Mandiri,-7.0042,108.5603,False,,True,West Java,success,Asia/Jakarta,45552,1786354987,1786705484.7688,8088,http,103.39.51.184:8088,False,588.65809440613,17827,154985,10.315834548527,103.39.51.184
True,1786705484.7645,elite,6680.756836184,1786171915.402,AS395839 HOSTKEY,HOSTKEY-USA,New York,North America,,United States,US,,True,HOSTKEY,40.7126,-74.0066,False,HOSTKEY,False,New York,success,America/New_York,10118,1786170677,1786705484.7645,1080,socks5,80.209.242.189:1080,True,1658.4377288818,3059,9559,24.243144713901,80.209.242.189
True,1786705340.8759,elite,3871.2889427497,1786029190.9073,AS63023 GTHost,AS-GLOBALTELEHOST,Amsterdam,Europe,EU,Netherlands,NL,,False,GTHost,52.3675,4.9041,False,GTHost,True,North Holland,success,Europe/Amsterdam,,1786633512,1786705484.6066,10006,socks5,66.163.127.204:10006,True,4512.6690864563,33791,2278,93.684327261637,66.163.127.204
True,1786705484.5514,elite,3593.6292514417,1783465128.361,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,Tangerang,Asia,AS,Indonesia,ID,,False,PT. Telekomunikasi Indonesia,-6.1088,106.6731,False,Telekomunikasi Indonesia,True,Banten,success,Asia/Jakarta,15540,1786487321,1786705484.5514,1080,socks4,36.88.242.103:1080,True,4103.0282974243,82582,74394,52.608041993681,36.88.242.103
True,1786705484.5037,elite,2977.1545396283,1783291256.0414,AS12975 PALTEL Autonomous System,PALTEL-AS,Ramallah,Asia,AS,Palestine,PS,,False,Palestine Telecommunications Company,31.9014,35.1999,False,PALTEL-FTTH,True,Ramallah and al-Bireh Governorate,success,Asia/Hebron,,1786313539,1786705484.5037,4145,socks4,103.231.105.158:4145,True,345.59178352356,43806,90997,32.496309429315,103.231.105.158
True,1786702810.9,elite,5276.1290960652,1783660047.5265,AS4134 CHINANET BACKBONE,CHINANET-BACKBONE,Shanghai,Asia,AS,China,CN,,False,Chinanet,31.2222,121.4581,False,Chinanet GD,True,Shanghai,success,Asia/Shanghai,,1786680792,1786705484.4273,13552,socks5,59.36.210.211:13552,True,2609.3263626099,108546,4462,96.051606965879,59.36.210.211
True,1786705484.3895,transparent,6313.7512943417,1785836434.0018,AS274087 FIBERLINK E.I.R.L.,FIBERLINK E.I.R.L.,Lima,South America,SA,Peru,PE,,False,Fiberlink E.I.R.L.,-12.046,-77.0305,False,Cirion Technologies Solutions,False,Lima Province,success,America/Lima,15023,1786439712,1786705484.3895,999,http,64.76.73.131:999,False,2940.2520656586,2629,6086,30.166379804934,64.76.73.131
True,1786705484.381,elite,3347.6718048467,1696968343.2518,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,San Francisco,North America,,United States,US,,False,"Comcast Cable Communications, LLC",37.7797,-122.4159,False,"Comcast Cable Communications, LLC",True,California,success,America/Los_Angeles,94103,1786408177,1786705484.381,32100,socks4,50.250.205.21:32100,True,3843.5389995575,308043,1030848,23.007324718741,50.250.205.21
True,1786705023.2777,elite,2813.475183368,1786075117.9581,AS12876 Scaleway SAS,AS12876,Warsaw,Europe,EU,Poland,PL,,True,SCALEWAY,52.2299,21.0093,False,,True,Mazovia,success,Europe/Warsaw,00-510,1786676850,1786705484.3298,10006,socks4,151.115.99.193:10006,True,9703.7508487701,42178,1608,96.32759329466,151.115.99.193
True,1786705474.6178,elite,6101.0527415971,1776087419.8766,AS153320 SANDCLOCK SERVICE TRADING COMPANY LIMITED,SSTCL-AS-AP,Quận Một,Asia,AS,Vietnam,VN,,False,Sandclock Service Trading Company Limited,10.7748,106.704,False,Toan MY Service Business LLC,True,Ho Chi Minh City (HCMC),success,Asia/Ho_Chi_Minh,,1786367746,1786705484.3202,9000,socks4,160.250.54.9:9000,True,5626.7876625061,217844,244196,47.148298848585,160.250.54.9
True,1786703987.193,elite,1409.1229645251,1781662257.6111,AS4812 China Telecom (Group),CHINANET-SH-AP,Hangzhou,Asia,AS,China,CN,,False,China Telecom (Group),30.2943,120.1663,False,Chinanet SH,True,Zhejiang,success,Asia/Shanghai,,1786497570,1786705484.2932,18080,http,114.94.148.37:18080,False,730.0865650177,68285,10138,87.072670007523,114.94.148.37
True,1786705444.7415,elite,4370.8833643023,1786113360.8264,AS44620 Netlen Internet Hizmetleri Ltd. Sti.,NETLEN,Istanbul,Asia,AS,Turkey,TR,,False,Node Bilisim Sanayi VE Ticaret Limited Sirketi,41.0082,28.9784,False,Node Bilisim Sanayi VE Ticaret Limited Sirketi,False,Istanbul,success,Europe/Istanbul,34122,1786110624,1786705484.25,9082,socks4,45.74.178.43:9082,True,2117.2568798065,14226,10543,57.434696596552,45.74.178.43
True,1786705484.2484,transparent,5422.1346517513,1746739490.8365,AS55701 PT. Usaha Adisanggoro,ASNET-AS-ID,Bogor,Asia,AS,Indonesia,ID,,False,PT Usaha Adi Sanggoro,-6.5541,106.7595,False,,True,West Java,success,Asia/Jakarta,16116,1786374455,1786705484.2484,8080,http,103.18.78.35:8080,False,1184.3550205231,22494,68356,24.759493670886,103.18.78.35
True,1786705306.1698,elite,4718.1367818145,1750610170.6406,AS141124 Dinas Komunikasi dan Informatika Kota Makassar,IDNIC-MAKASSARKOTA-AS-ID,Makassar,Asia,AS,Indonesia,ID,,False,Dinas Komunikasi dan Informatika Kota Makassar,-5.14574,119.438,False,Dinas Komunikasi dan Informatika Kota Makassar,True,South Sulawesi,success,Asia/Makassar,,1786376356,1786705484.2458,80,http,103.151.20.131:80,False,5994.9429035187,133548,100245,57.122326160321,103.151.20.131
True,1786705484.1382,transparent,5826.4399510547,1786307064.5414,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Cebu City,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,10.3099,123.893,False,Philippine Long Distance Telephone Company,False,Central Visayas,success,Asia/Manila,6000,1786304431,1786705484.1382,8080,http,124.217.12.214:8080,True,10891.263246536,1197,2748,30.342205323194,124.217.12.214
True,1786704613.5506,elite,11153.117920069,1750647928.2319,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,Hetzner,True,Saxony,success,Europe/Berlin,08223,1786649733,1786705483.9886,16379,http,148.251.86.68:16379,True,8133.6686611176,129080,277974,31.71078038786,148.251.86.68
True,1786705446.6416,elite,3364.6020497778,1783300290.4959,AS262391 ACESSOLINE TELECOMUNICACOES LTDA,ACESSOLINE TELECOMUNICACOES LTDA,Chapecó,South America,SA,Brazil,BR,,False,Acessoline Telecom,-27.1214,-52.6604,False,Acessoline Telecomunicacoes Ltda,True,Santa Catarina,success,America/Sao_Paulo,89800,1786321014,1786705483.9518,5432,socks4,177.131.125.144:5432,True,2098.756313324,74609,81572,47.770855609837,177.131.125.144
True,1786705485.1849,elite,4226.6895591242,1783657290.5462,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Hong Kong,Asia,AS,Hong Kong,HK,,True,Shenzhen Tencent Computer Systems Company Limited,22.3193,114.169,False,Tencent Cloud Computing,True,Kowloon,success,Asia/Hong_Kong,999077,1786680100,1786705483.9319,7890,socks4,43.128.63.68:7890,True,10271.754026413,94492,66450,58.711834076872,43.128.63.68
True,1786705361.4718,transparent,5755.1367402855,1766621109.481,AS139972 PT. Putra Lebak Banten,PLBNET-AS-ID,Mekarsari,Asia,AS,Indonesia,ID,,False,PLBNET,-6.1351,105.905,False,,True,Banten,success,Asia/Jakarta,,1786582079,1786705483.9286,8080,http,103.147.247.191:8080,False,1553.7333488464,38747,274206,12.381092368503,103.147.247.191
True,1786705469.5441,elite,9575.1345423795,1778117738.3479,AS215467 Skhron,Skhron,Łęczyca,Europe,EU,Poland,PL,,False,Skhron OU,51.9194,19.1451,False,Skhron OU,True,Łódź Voivodeship,success,Europe/Warsaw,99-100,1786228672,1786705483.9204,22,socks5,88.218.206.170:22,True,801.68771743774,47856,37099,56.330998764052,88.218.206.170
True,1786705343.9819,elite,10319.802027092,1781314939.4268,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,North America,,United States,US,,True,"Alibaba (US) Technology Co., Ltd.",36.7783,-119.418,False,Alibaba.com LLC,True,California,success,America/Los_Angeles,,1786152750,1786705483.7608,8888,socks4,43.110.40.117:8888,True,5572.5004673004,152039,114871,56.962646584991,43.110.40.117
True,1786705454.9769,elite,3681.2462458795,1785278701.3475,"AS210976 Timeweb, LLP",TWC-EU,Amsterdam,Europe,EU,The Netherlands,NL,,False,"Timeweb, LLP",52.3676,4.90414,False,"Timeweb, LLP",True,North Holland,success,Europe/Amsterdam,1012,1786487057,1786705483.7292,49153,socks4,185.171.83.65:49153,True,7955.3723335266,75108,20698,78.395925098637,185.171.83.65
True,1786705483.71,elite,914.92182651153,1786104776.2856,AS7552 Viettel Group,VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,False,Viettel Corporation,21.0278,105.834,False,VIETEL,False,Hanoi,success,Asia/Bangkok,,1786104348,1786705483.71,1080,socks4,171.248.216.209:1080,True,795.07923126221,7376,14340,33.965739546878,171.248.216.209
True,1786705483.7099,transparent,8104.9836362953,1785245162.2382,AS274029 KAZAV LATAM E.I.R.L.,KAZAV LATAM E.I.R.L.,Ayacucho,South America,SA,Peru,PE,,False,Kazav Latam E.I.R.L.,-13.1603,-74.2257,False,,True,Ayacucho,success,America/Lima,,1786453358,1786705483.7099,999,http,38.226.49.123:999,True,13557.426214218,2146,10187,17.400470282981,38.226.49.123
True,1786705422.2895,elite,3215.0753209843,1778161035.5822,AS12389 PJSC Rostelecom,ROSTELECOM-AS,Bogdanovich,Europe,EU,Russia,RU,,False,Provider ru.etel,56.7756,62.039,False,OJSC Rostelecom,True,Sverdlovsk Oblast,success,Asia/Yekaterinburg,623530,1786191335,1786705483.6957,1080,socks5,212.220.113.31:1080,True,8165.1923656464,17386,37522,31.663874116704,212.220.113.31
True,1786705483.687,elite,4247.8273626431,1779872212.1498,AS138191 Weblink Communications Ltd,WEBLINKLTD-AS-AP,Gafargaon,Asia,AS,Bangladesh,BD,,False,Weblink Communications Ltd,24.2204,90.4125,False,Weblink Communications Ltd,True,Mymensingh Division,success,Asia/Dhaka,,1786523467,1786705483.687,1080,socks5,103.197.48.209:1080,True,8463.2694721222,13041,56472,18.760519615036,103.197.48.209
True,1786705483.1052,elite,1195.8403049312,1696974344.2054,AS17501 WorldLink Communications Pvt Ltd,WLINK-NEPAL-AS-AP,Kathmandu,Asia,AS,Nepal,NP,,False,WorldLink Communications,27.7108,85.3251,False,,True,Bagmati Province,success,Asia/Kathmandu,,1786147751,1786705483.6542,4153,socks4,202.166.219.80:4153,True,1025.5711078644,146454,925616,13.660861697464,202.166.219.80
True,1786705483.5475,elite,4379.4455267043,1780207086.506,"AS210976 Timeweb, LLP",TWC-EU,Frankfurt am Main,Europe,EU,Germany,DE,,True,"Timeweb, LLP",50.1169,8.6837,False,"Timeweb, LLP",True,Hesse,success,Europe/Berlin,60313,1786251966,1786705483.5475,1080,socks4,72.56.106.48:1080,True,4820.8885192871,116460,166243,41.19517656339,72.56.106.48
True,1786705483.5375,elite,3567.2636775845,1783571906.3057,AS7552 Viettel Group,VIETEL-AS-AP,Hải Dương,Asia,AS,Vietnam,VN,,False,Viettel Group,20.9413,106.3373,False,VIETTEL,True,Hải Dương Province,success,Asia/Bangkok,170000,1786592936,1786705483.5375,4153,socks4,116.97.117.27:4153,True,8303.1866550446,54286,80292,40.337945280804,116.97.117.27
True,1786705431.4378,elite,902.23523259705,1696987042.8523,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1786408525,1786705483.5049,4145,socks4,192.111.137.35:4145,True,736.81330680847,409689,962599,29.854447462923,192.111.137.35
True,1786705222.3899,elite,2509.9690231755,1697036938.6316,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1786366528,1786705483.4449,4145,socks4,184.181.217.201:4145,True,7886.979341507,710813,710228,50.020583501813,184.181.217.201
True,1786705477.688,elite,10699.668916139,1778119637.3363,AS9009 M247 Europe SRL,M247,Stretford,Europe,EU,United Kingdom,GB,Trafford Park,True,M247 Europe SRL,53.461,-2.32462,False,M247 LTD,True,England,success,Europe/London,M32,1786670378,1786705483.3829,9050,socks5,91.90.121.44:9050,True,6535.59923172,22840,58844,27.961412271681,91.90.121.44
